id,uid,zone,use_type,installed,material,joint,lining,diameter,d_cat,length_m
1891,871d35f8-f6f5-11ec-878e-54bf6483bcd3,52511,dist,1953,Cast Iron,RG,CL,10,S,341.5200589
1892,871dd241-f6f5-11ec-ab89-54bf6483bcd3,74107,dist,1958,Ductile Iron,,CL,17,M,1838.588408
1893,871e4721-f6f5-11ec-bb1f-54bf6483bcd3,52526,dist,1978,Steel,,CL,12,S,138.2303585
1894,871ebca0-f6f5-11ec-951b-54bf6483bcd3,62631,dist,1991,Ductile Iron,RG,CL,7,S,258.8148521
1895,871f31db-f6f5-11ec-bcb1-54bf6483bcd3,52505,dist,1991,Ductile Iron,,CL,17,M,1307.790674
1896,871fce0c-f6f5-11ec-b189-54bf6483bcd3,52505,dist,1985,Steel,,CL,20,M,193.67256
1897,8720433c-f6f5-11ec-80c3-54bf6483bcd3,52505,dist,1972,Ductile Iron,RG,CL,6,S,953.3819136
1898,8720b86b-f6f5-11ec-bfdc-54bf6483bcd3,52529,dist,1963,Ductile Iron,,CL,14,M,809.3419067
1899,872154d0-f6f5-11ec-b41e-54bf6483bcd3,62610,dist,1975,Ductile Iron,,CL,3,S,1756.645586
1900,8721c9db-f6f5-11ec-aae3-54bf6483bcd3,52531,dist,1973,Ductile Iron,,CL,11,S,811.6967562
1901,87223f15-f6f5-11ec-9b96-54bf6483bcd3,52524,dist,1989,Steel,,CL,19,M,239.0113803
1902,8722b43e-f6f5-11ec-9b08-54bf6483bcd3,74602,trunk,1950,Steel,,,67,L,10469.43874
1903,87235099-f6f5-11ec-9a28-54bf6483bcd3,52533,dist,2005,Cast Iron,,,5,S,476.0331084
1904,8723c5b2-f6f5-11ec-a0ac-54bf6483bcd3,74003,dist,1971,Cast Iron,RG,,7,S,624.6776904
1905,87246208-f6f5-11ec-9583-54bf6483bcd3,74003,dist,1957,Steel,,CL,23,M,868.9606077
1906,8724d723-f6f5-11ec-b8b2-54bf6483bcd3,75512,dist,1949,Ductile Iron,,CL,1,S,158.2635113
1907,87254c51-f6f5-11ec-905f-54bf6483bcd3,52514,dist,1954,Cast Iron,,,4,S,366.0663539
1908,8725e891-f6f5-11ec-9ac1-54bf6483bcd3,52533,dist,2006,Cast Iron,CJ,,4,S,292.5104897
1909,87265dc2-f6f5-11ec-91e3-54bf6483bcd3,52533,dist,1965,Cast Iron,RG,CL,12,S,220.6711952
1910,8726d2f3-f6f5-11ec-8136-54bf6483bcd3,62631,dist,1999,Ductile Iron,,CL,10,S,65.12925277
1911,8727481c-f6f5-11ec-a977-54bf6483bcd3,75603,dist,1957,Cast Iron,,CL,6,S,411.4334358
1912,8727e331-f6f5-11ec-ba2d-54bf6483bcd3,75603,dist,2002,Steel,WJ,CL,9,S,362.1396121
1913,8728585f-f6f5-11ec-8cb1-54bf6483bcd3,62631,dist,1953,Cast Iron,RG,CL,9,S,274.0000956
1914,8728cd90-f6f5-11ec-98a9-54bf6483bcd3,75506,dist,1977,Cast Iron,CJ,CL,7,S,348.7660176
1915,872942c0-f6f5-11ec-90e6-54bf6483bcd3,63007,dist,1954,Cast Iron,CJ,,3,S,364.7023111
1916,8729e02f-f6f5-11ec-afc4-54bf6483bcd3,74107,dist,1993,Ductile Iron,,CL,2,S,260.5882028
1917,872a5565-f6f5-11ec-bcfa-54bf6483bcd3,75505,dist,1977,Ductile Iron,,CL,1,S,646.5865657
1918,872aca93-f6f5-11ec-9683-54bf6483bcd3,75505,dist,1951,Steel,,CL,5,S,644.1147603
1919,872b66d6-f6f5-11ec-bcc5-54bf6483bcd3,75607,dist,1966,Ductile Iron,RG,CL,2,S,538.2179403
1920,872bdc0c-f6f5-11ec-8605-54bf6483bcd3,75606,dist,2002,Cast Iron,,,7,S,177.2227714
1921,872c783e-f6f5-11ec-ac78-54bf6483bcd3,52520,dist,1973,Cast Iron,CJ,CL,1,S,515.5091876
1922,872ced65-f6f5-11ec-88bc-54bf6483bcd3,75603,dist,1974,Cast Iron,CJ,CL,10,S,463.9310123
1923,872d629d-f6f5-11ec-9492-54bf6483bcd3,52524,dist,1980,Ductile Iron,RG,CL,15,M,432.2086958
1924,872dd7e7-f6f5-11ec-ba78-54bf6483bcd3,62630,dist,1958,Ductile Iron,,CL,5,S,254.2341462
1925,872e4d00-f6f5-11ec-8c94-54bf6483bcd3,62631,dist,2003,Cast Iron,,CL,8,S,306.6546774
1926,872ee942-f6f5-11ec-b518-54bf6483bcd3,52532,dist,1962,Ductile Iron,RG,CL,12,S,462.8425606
1927,872f5e6c-f6f5-11ec-ac3d-54bf6483bcd3,75607,dist,1976,Cast Iron,CJ,CL,17,M,437.7977567
1928,872ffaad-f6f5-11ec-b21c-54bf6483bcd3,62611,dist,1968,Ductile Iron,RG,CL,6,S,121.1070641
1929,87306fe6-f6f5-11ec-af3e-54bf6483bcd3,62631,dist,2009,Cast Iron,CJ,CL,5,S,110.5758137
1930,8730e50e-f6f5-11ec-b3c8-54bf6483bcd3,63910,dist,1935,Cast Iron,CJ,CL,12,S,412.7749566
1931,87318150-f6f5-11ec-800d-54bf6483bcd3,74408,dist,1956,Steel,,CL,9,S,417.4221213
1932,8731f67d-f6f5-11ec-857e-54bf6483bcd3,74408,dist,1986,Cast Iron,RG,CL,9,S,409.9531495
1933,873292c0-f6f5-11ec-aea2-54bf6483bcd3,52513,dist,1992,Ductile Iron,,CL,5,S,503.3763784
1934,873307ee-f6f5-11ec-9956-54bf6483bcd3,75514,dist,2017,Ductile Iron,,CL,6,S,612.1677541
1935,8733a305-f6f5-11ec-910a-54bf6483bcd3,52513,dist,1993,Cast Iron,,CL,24,M,341.8816237
1936,8734182f-f6f5-11ec-b6f4-54bf6483bcd3,52527,dist,1912,Ductile Iron,,CL,2,S,315.0383909
1937,87348d5c-f6f5-11ec-ad0e-54bf6483bcd3,62631,dist,1963,Ductile Iron,,CL,5,S,18504.92006
1938,8735028b-f6f5-11ec-944e-54bf6483bcd3,52524,dist,1969,Ductile Iron,,CL,7,S,3549.562395
1939,87359ecf-f6f5-11ec-825a-54bf6483bcd3,52527,dist,1977,Ductile Iron,,CL,6,S,463.6060457
1940,87363c44-f6f5-11ec-b594-54bf6483bcd3,52502,dist,1991,Ductile Iron,,CL,2,S,259.9346715
1941,8736b170-f6f5-11ec-9e4b-54bf6483bcd3,63101,dist,1998,Steel,,,24,M,274.6228596
1942,87374db3-f6f5-11ec-adb6-54bf6483bcd3,63009,dist,1962,Steel,,,24,M,239.3182168
1943,8737c2da-f6f5-11ec-b2e7-54bf6483bcd3,52439,dist,1960,Steel,,,15,M,575.0496245
1944,8738380b-f6f5-11ec-afb6-54bf6483bcd3,52502,dist,1990,Cast Iron,,CL,5,S,370.1049899
1945,8738d326-f6f5-11ec-9547-54bf6483bcd3,52502,dist,1937,Ductile Iron,RG,CL,13,M,104.6569838
1946,87396f61-f6f5-11ec-bae8-54bf6483bcd3,52526,dist,1944,Cast Iron,RG,,10,S,462.2279292
1947,8739e485-f6f5-11ec-bb3a-54bf6483bcd3,52518,dist,1933,Ductile Iron,,CL,8,S,976.5675112
1948,873a80d7-f6f5-11ec-b2ef-54bf6483bcd3,62649,dist,1997,Cast Iron,CJ,,1,S,579.5522674
1949,873b1e2d-f6f5-11ec-8147-54bf6483bcd3,52532,dist,1970,Ductile Iron,,CL,8,S,205.9305746
1950,873b9362-f6f5-11ec-b68e-54bf6483bcd3,63910,dist,1984,Ductile Iron,,CL,9,S,590.7769121
1951,873c2fce-f6f5-11ec-9c21-54bf6483bcd3,52535,dist,2018,Cast Iron,CJ,CL,9,S,785.1387177
1952,873ca4d0-f6f5-11ec-8aff-54bf6483bcd3,52526,dist,1964,Ductile Iron,RG,CL,17,M,1058.596678
1953,873d1a07-f6f5-11ec-a4ff-54bf6483bcd3,75517,dist,1989,Cast Iron,CJ,,7,S,324.99113
1954,873db640-f6f5-11ec-89af-54bf6483bcd3,63903,dist,1986,Ductile Iron,RG,CL,5,S,777.5663241
1955,873e2b97-f6f5-11ec-b1c9-54bf6483bcd3,52506,dist,1964,Cast Iron,CJ,CL,12,S,191.6857006
1956,873ec7b7-f6f5-11ec-bf2a-54bf6483bcd3,74110,dist,2002,Ductile Iron,,CL,13,M,983.1981776
1957,873f3cfb-f6f5-11ec-af7f-54bf6483bcd3,74110,dist,1968,Steel,,CL,16,M,477.0917986
1958,873fd93b-f6f5-11ec-bea3-54bf6483bcd3,74110,dist,1973,Ductile Iron,,CL,6,S,1024.366419
1959,87404d34-f6f5-11ec-b3fc-54bf6483bcd3,75607,dist,1970,Cast Iron,CJ,CL,9,S,563.221683
1960,8740c25f-f6f5-11ec-9497-54bf6483bcd3,52513,dist,1964,Ductile Iron,,CL,8,S,618.5060434
1961,87415ea0-f6f5-11ec-bdb6-54bf6483bcd3,74406,dist,1958,Ductile Iron,,CL,6,S,1305.430269
1962,8741d4f0-f6f5-11ec-9437-54bf6483bcd3,75516,dist,1986,Cast Iron,,,18,M,3153.372089
1963,87427139-f6f5-11ec-bb29-54bf6483bcd3,74004,dist,1951,Ductile Iron,,CL,11,S,176.3111225
1964,8742e676-f6f5-11ec-90ce-54bf6483bcd3,74004,dist,1997,Ductile Iron,,CL,23,M,965.6911985
1965,87435b9f-f6f5-11ec-b10f-54bf6483bcd3,75506,dist,1951,Ductile Iron,,CL,22,M,153.5098387
1966,8743f7df-f6f5-11ec-becd-54bf6483bcd3,62652,dist,1941,Cast Iron,,CL,16,M,249.4803379
1967,87446d17-f6f5-11ec-a525-54bf6483bcd3,52523,dist,1983,High Density Polyethylene,,,23,M,376.7734162
1968,87450948-f6f5-11ec-9fe1-54bf6483bcd3,52511,dist,1999,Steel,WJ,CL,10,S,336.8822182
1969,87457e86-f6f5-11ec-b56b-54bf6483bcd3,52417,dist,1987,Cast Iron,CJ,,4,S,109.5616906
1970,8745f3b0-f6f5-11ec-97af-54bf6483bcd3,75512,dist,1977,Steel,,CL,18,M,395.714262
1971,87469001-f6f5-11ec-8010-54bf6483bcd3,74806,dist,1931,Ductile Iron,RG,CL,5,S,1070.004783
1972,8747051e-f6f5-11ec-b784-54bf6483bcd3,74902,dist,1974,Ductile Iron,,CL,20,M,1036.628516
1973,87477a49-f6f5-11ec-8e80-54bf6483bcd3,74902,dist,1953,Ductile Iron,RG,CL,11,S,887.4973402
1974,8747ef96-f6f5-11ec-94c9-54bf6483bcd3,74805,dist,1985,Ductile Iron,,CL,20,M,149.2622274
1975,87488bbf-f6f5-11ec-a2de-54bf6483bcd3,74805,dist,1993,Ductile Iron,RG,CL,6,S,217.6380349
1976,87490109-f6f5-11ec-af3b-54bf6483bcd3,74108,dist,1988,Cast Iron,CJ,CL,11,S,1589.434318
1977,87499d29-f6f5-11ec-93d9-54bf6483bcd3,74102,dist,1974,Ductile Iron,,CL,16,M,612.3152591
1978,874a125c-f6f5-11ec-a1a3-54bf6483bcd3,74103,dist,1991,Ductile Iron,RG,CL,8,S,207.117231
1979,874a878d-f6f5-11ec-bf47-54bf6483bcd3,74802,dist,1969,Steel,,CL,20,M,282.2624668
1980,874b23e1-f6f5-11ec-b7f2-54bf6483bcd3,52528,dist,1966,Steel,,,23,M,615.1253149
1981,874b98f8-f6f5-11ec-9662-54bf6483bcd3,52513,dist,1947,Ductile Iron,,,10,S,645.4843227
1982,874c0e31-f6f5-11ec-a94a-54bf6483bcd3,74403,dist,1973,Ductile Iron,,,12,S,421.6362842
1983,874caa70-f6f5-11ec-b2e4-54bf6483bcd3,62650,dist,1989,Cast Iron,CJ,CL,11,S,226.5901448
1984,874d1fd2-f6f5-11ec-9f45-54bf6483bcd3,52533,dist,1969,Cast Iron,,,24,M,1156.892623
1985,874d94e4-f6f5-11ec-ae43-54bf6483bcd3,52526,dist,1985,Cast Iron,,CL,10,S,1052.175466
1986,874e3111-f6f5-11ec-a8c1-54bf6483bcd3,75506,dist,1979,Cast Iron,RG,CL,1,S,158.1900136
1987,874ef45e-f6f5-11ec-a2a2-54bf6483bcd3,52511,dist,1963,Ductile Iron,,CL,3,S,524.4517882
1988,874f6995-f6f5-11ec-8613-54bf6483bcd3,52417,dist,1996,Steel,WJ,CL,24,M,154.1353047
1989,874fdebd-f6f5-11ec-8c6f-54bf6483bcd3,52531,dist,1988,Steel,,CL,1,S,1868.410109
1990,87507aff-f6f5-11ec-861f-54bf6483bcd3,62628,dist,1960,Cast Iron,CJ,,7,S,1414.020866
1991,8750f02b-f6f5-11ec-9bb0-54bf6483bcd3,62631,dist,1964,Ductile Iron,,CL,8,S,367.449349
1992,87518c9b-f6f5-11ec-8c9f-54bf6483bcd3,52417,dist,1985,Ductile Iron,,CL,16,M,230.8084261
1993,8752019f-f6f5-11ec-91c8-54bf6483bcd3,62631,dist,1994,Cast Iron,CJ,,10,S,81.99348369
1994,875276d0-f6f5-11ec-b41a-54bf6483bcd3,52524,dist,1963,Ductile Iron,,CL,12,S,738.4658491
1995,875338f6-f6f5-11ec-87fe-54bf6483bcd3,52502,dist,1958,Ductile Iron,RG,CL,1,S,1114.000192
1996,8753ae22-f6f5-11ec-81e0-54bf6483bcd3,75403,dist,1989,Steel,WJ,,17,M,211.3810081
1997,87544a5f-f6f5-11ec-ba62-54bf6483bcd3,52530,dist,1971,Steel,WJ,CL,9,S,513.3047899
1998,8754bf90-f6f5-11ec-a0b8-54bf6483bcd3,75702,dist,1927,Ductile Iron,,CL,9,S,519.86142
1999,87555d09-f6f5-11ec-b92c-54bf6483bcd3,74111,dist,1955,High Density Polyethylene,,,21,M,1070.310728
2000,8755d22d-f6f5-11ec-82db-54bf6483bcd3,74111,dist,1956,Cast Iron,CJ,CL,4,S,265.4315668
2001,87566e70-f6f5-11ec-9a7d-54bf6483bcd3,74111,dist,1942,Ductile Iron,,CL,4,S,662.3561763
2002,8756e3a3-f6f5-11ec-bba4-54bf6483bcd3,74701,dist,1998,Ductile Iron,RG,CL,5,S,687.51989
2003,87577fec-f6f5-11ec-be98-54bf6483bcd3,74701,dist,1986,Ductile Iron,RG,CL,4,S,187.68427
2004,8757f53e-f6f5-11ec-b210-54bf6483bcd3,74701,dist,1981,Ductile Iron,RG,CL,11,S,1343.168087
2005,8758915b-f6f5-11ec-b335-54bf6483bcd3,74801,dist,1934,Cast Iron,,CL,1,S,221.8881923
2006,87592d8a-f6f5-11ec-8de7-54bf6483bcd3,74801,dist,1987,Cast Iron,CJ,CL,11,S,399.357553
2007,8759a2cd-f6f5-11ec-bf1a-54bf6483bcd3,74801,dist,1967,Ductile Iron,,CL,4,S,649.7313766
2008,875a3f39-f6f5-11ec-b85f-54bf6483bcd3,74102,dist,1993,Ductile Iron,,CL,11,S,534.7294046
2009,875adb3f-f6f5-11ec-bb48-54bf6483bcd3,74102,dist,1963,Ductile Iron,,CL,4,S,854.6398674
2010,875b5074-f6f5-11ec-a4f6-54bf6483bcd3,62650,dist,1993,Ductile Iron,RG,CL,5,S,953.9395476
2011,875bc59e-f6f5-11ec-9214-54bf6483bcd3,74502,dist,1960,Ductile Iron,,CL,12,S,324.267138
2012,875c3acf-f6f5-11ec-af0c-54bf6483bcd3,74403,dist,1979,Steel,,CL,19,M,421.1340777
2013,875cd8b2-f6f5-11ec-8c31-54bf6483bcd3,74502,dist,1989,Cast Iron,,CL,6,S,273.9836081
2014,875d4de7-f6f5-11ec-8303-54bf6483bcd3,74403,dist,1989,Steel,,CL,5,S,1155.888833
2015,875dc312-f6f5-11ec-bd96-54bf6483bcd3,74403,dist,1945,Cast Iron,,CL,5,S,993.5022374
2016,875e383e-f6f5-11ec-9c8f-54bf6483bcd3,74403,dist,1969,Ductile Iron,RG,CL,5,S,598.4486489
2017,875eac43-f6f5-11ec-b330-54bf6483bcd3,74403,dist,1944,Steel,,CL,15,M,649.6475579
2018,875f487f-f6f5-11ec-8e76-54bf6483bcd3,52421,dist,1970,Cast Iron,CJ,,5,S,146.1200093
2019,875fbdaa-f6f5-11ec-9e7e-54bf6483bcd3,52524,dist,1995,Ductile Iron,,CL,7,S,257.8456107
2020,876032e3-f6f5-11ec-a785-54bf6483bcd3,74403,dist,1922,Ductile Iron,,CL,11,S,420.7077662
2021,8760d051-f6f5-11ec-969c-54bf6483bcd3,52435,dist,1999,Ductile Iron,RG,CL,9,S,878.2687673
2022,87614584-f6f5-11ec-87c2-54bf6483bcd3,63903,dist,1990,Ductile Iron,RG,CL,5,S,263.8561774
2023,8761bab0-f6f5-11ec-92b4-54bf6483bcd3,62652,dist,1961,Steel,WJ,,10,S,253.5139868
2024,87622feb-f6f5-11ec-93ac-54bf6483bcd3,52529,dist,1982,Ductile Iron,,CL,1,S,253.4588024
2025,8762cc1e-f6f5-11ec-918b-54bf6483bcd3,75606,dist,1964,Ductile Iron,,CL,9,S,906.2791744
2026,87634153-f6f5-11ec-acec-54bf6483bcd3,52505,dist,1981,Cast Iron,CJ,CL,12,S,373.4685188
2027,8763dd52-f6f5-11ec-8d1c-54bf6483bcd3,63910,dist,1950,Cast Iron,CJ,CL,7,S,394.236752
2028,876452be-f6f5-11ec-b4ba-54bf6483bcd3,52523,dist,1980,Ductile Iron,RG,CL,3,S,392.2571882
2029,8764c7ee-f6f5-11ec-be46-54bf6483bcd3,62652,dist,1943,Cast Iron,CJ,,6,S,630.7531674
2030,87656431-f6f5-11ec-9370-54bf6483bcd3,52532,dist,1974,Cast Iron,,,12,S,391.7867758
2031,8765d96b-f6f5-11ec-9fdf-54bf6483bcd3,62650,dist,1974,Ductile Iron,RG,CL,5,S,465.0338876
2032,87664e90-f6f5-11ec-afa6-54bf6483bcd3,62650,dist,1997,Steel,,CL,3,S,562.8038058
2033,8766ead4-f6f5-11ec-b646-54bf6483bcd3,62650,dist,1994,Steel,WJ,,13,M,853.4486444
2034,87676007-f6f5-11ec-9e8b-54bf6483bcd3,52505,dist,1977,Ductile Iron,RG,CL,3,S,642.5986075
2035,8767d530-f6f5-11ec-ab53-54bf6483bcd3,52531,dist,1989,Steel,,CL,24,M,817.3215871
2036,87687176-f6f5-11ec-bc69-54bf6483bcd3,75517,dist,1974,Ductile Iron,,CL,12,S,5868.859798
2037,8768e69d-f6f5-11ec-abc5-54bf6483bcd3,52505,dist,1995,Ductile Iron,,CL,11,S,1780.663862
2038,876982e9-f6f5-11ec-9a44-54bf6483bcd3,52526,dist,1998,Ductile Iron,,CL,4,S,115.1840706
2039,8769f810-f6f5-11ec-a9d3-54bf6483bcd3,52526,dist,1980,Ductile Iron,,CL,14,M,1126.453648
2040,876a9453-f6f5-11ec-870a-54bf6483bcd3,52505,dist,1985,Cast Iron,CJ,CL,24,M,492.5400811
2041,876b098a-f6f5-11ec-b0a7-54bf6483bcd3,62630,dist,1973,Ductile Iron,RG,CL,3,S,1123.08572
2042,876ba5be-f6f5-11ec-991c-54bf6483bcd3,52535,dist,2010,Steel,,CL,1,S,668.6094116
2043,876c1af4-f6f5-11ec-9ecc-54bf6483bcd3,52521,dist,1997,Cast Iron,CJ,,4,S,218.5928784
2044,876dc778-f6f5-11ec-a29b-54bf6483bcd3,62649,dist,1991,High Density Polyethylene,,,24,M,6170.621917
2045,876e63b0-f6f5-11ec-a45b-54bf6483bcd3,52513,dist,1975,Cast Iron,CJ,CL,4,S,538.7134714
2046,876ed8e1-f6f5-11ec-80ac-54bf6483bcd3,52523,dist,1952,Steel,,CL,13,M,616.4630319
2047,876f7683-f6f5-11ec-8c05-54bf6483bcd3,62650,dist,1981,Cast Iron,,CL,19,M,802.7968153
2048,87701294-f6f5-11ec-80ea-54bf6483bcd3,62650,dist,1969,Cast Iron,CJ,CL,11,S,200.4100911
2049,877087c1-f6f5-11ec-93dc-54bf6483bcd3,52513,dist,1964,Cast Iron,,,8,S,803.5656086
2050,8770fcec-f6f5-11ec-b94a-54bf6483bcd3,52511,dist,1985,Steel,,CL,22,M,336.1003509
2051,87719931-f6f5-11ec-bb78-54bf6483bcd3,75202,dist,1968,Ductile Iron,,CL,16,M,847.7091332
2052,87720e69-f6f5-11ec-be98-54bf6483bcd3,75201,dist,1975,Cast Iron,,CL,3,S,991.8906609
2053,8772aaa2-f6f5-11ec-ba95-54bf6483bcd3,52526,dist,1946,Ductile Iron,,CL,3,S,691.1068099
2054,87731fdc-f6f5-11ec-9687-54bf6483bcd3,52502,dist,1932,Ductile Iron,RG,CL,18,M,680.8707239
2055,87739510-f6f5-11ec-a140-54bf6483bcd3,75607,dist,1987,Ductile Iron,,CL,1,S,95.59939035
2056,87740a30-f6f5-11ec-86bc-54bf6483bcd3,62650,dist,1978,Ductile Iron,RG,CL,4,S,239.139443
2057,8774a540-f6f5-11ec-b1d9-54bf6483bcd3,63910,dist,1968,Steel,,CL,14,M,1505.179344
2058,87751a65-f6f5-11ec-a0de-54bf6483bcd3,62611,dist,1954,Cast Iron,,,3,S,863.8517133
2059,8775b6b1-f6f5-11ec-80f6-54bf6483bcd3,75504,dist,1983,Ductile Iron,,CL,4,S,730.3446589
2060,87762bdf-f6f5-11ec-af77-54bf6483bcd3,52524,dist,1980,Steel,,CL,22,M,200.0274598
2061,8776a112-f6f5-11ec-9f81-54bf6483bcd3,75403,dist,2008,Cast Iron,CJ,CL,8,S,661.5283582
2062,87773e7e-f6f5-11ec-90ba-54bf6483bcd3,63910,dist,1970,Steel,,,6,S,237.5961084
2063,8777b3b1-f6f5-11ec-b153-54bf6483bcd3,62631,dist,1941,Ductile Iron,,CL,3,S,141.3682763
2064,87784fed-f6f5-11ec-84e3-54bf6483bcd3,52511,dist,1959,Steel,,,10,S,829.0594671
2065,8778c51d-f6f5-11ec-916a-54bf6483bcd3,62631,dist,1973,Cast Iron,,CL,3,S,342.1419399
2066,87796035-f6f5-11ec-994a-54bf6483bcd3,52526,dist,1968,Ductile Iron,RG,CL,9,S,1058.018911
2067,8779d68e-f6f5-11ec-a497-54bf6483bcd3,52524,dist,1969,Ductile Iron,RG,CL,19,M,92.31254691
2068,877a4bbe-f6f5-11ec-b93c-54bf6483bcd3,74902,dist,1962,Cast Iron,CJ,CL,18,M,5291.928863
2069,877ac0ef-f6f5-11ec-a089-54bf6483bcd3,74004,dist,2009,Ductile Iron,,CL,6,S,317.758284
2070,877b5d2f-f6f5-11ec-8fc4-54bf6483bcd3,74200,dist,1973,Copper,,,5,S,4007.902868
2071,877bd133-f6f5-11ec-9293-54bf6483bcd3,75505,dist,1988,Ductile Iron,RG,CL,7,S,528.8630554
2072,877c6d6c-f6f5-11ec-a21b-54bf6483bcd3,74801,dist,1981,Ductile Iron,RG,CL,5,S,674.6561819
2073,877ce2a3-f6f5-11ec-9fd7-54bf6483bcd3,74801,dist,1986,Steel,WJ,,15,M,368.1468709
2074,877d7ee2-f6f5-11ec-90d9-54bf6483bcd3,74806,dist,1971,Cast Iron,CJ,CL,11,S,279.1895062
2075,877df53c-f6f5-11ec-aa8b-54bf6483bcd3,74806,dist,1960,Steel,,CL,6,S,281.2494662
2076,877e917d-f6f5-11ec-9cdd-54bf6483bcd3,74801,dist,1968,Ductile Iron,RG,CL,10,S,533.4176055
2077,877f2dbf-f6f5-11ec-85f7-54bf6483bcd3,74109,dist,1985,Ductile Iron,RG,CL,7,S,332.096742
2078,877fa312-f6f5-11ec-acda-54bf6483bcd3,75516,dist,1981,Steel,,,9,S,577.4654798
2079,87801821-f6f5-11ec-82dd-54bf6483bcd3,63902,dist,1981,Ductile Iron,,CL,10,S,1859.774174
2080,8780b460-f6f5-11ec-abe3-54bf6483bcd3,75517,dist,1984,Ductile Iron,,CL,7,S,449.6948403
2081,87812990-f6f5-11ec-8c7c-54bf6483bcd3,63910,dist,1971,Steel,,CL,20,M,161.264968
2082,8781c5cd-f6f5-11ec-ba59-54bf6483bcd3,75403,dist,2002,Cast Iron,CJ,,9,S,237.2437191
2083,87823afd-f6f5-11ec-a6ce-54bf6483bcd3,75403,dist,1955,Ductile Iron,,CL,13,M,349.1369107
2084,8782b035-f6f5-11ec-87d1-54bf6483bcd3,75513,dist,1985,Ductile Iron,RG,CL,14,M,524.9651266
2085,87832437-f6f5-11ec-802c-54bf6483bcd3,75518,dist,1989,Ductile Iron,,CL,1,S,1572.406637
2086,8783c070-f6f5-11ec-9200-54bf6483bcd3,63903,dist,1992,Cast Iron,CJ,CL,8,S,420.5891431
2087,878435a2-f6f5-11ec-aaa0-54bf6483bcd3,52526,dist,1989,Ductile Iron,RG,CL,2,S,433.4833377
2088,8784d1e2-f6f5-11ec-a9eb-54bf6483bcd3,52421,dist,1990,Cast Iron,CJ,CL,24,M,941.0287822
2089,87854710-f6f5-11ec-8392-54bf6483bcd3,52527,dist,1952,Cast Iron,CJ,,4,S,537.0910972
2090,8785bd6e-f6f5-11ec-9a30-54bf6483bcd3,52524,dist,1942,Ductile Iron,RG,CL,9,S,88.31320325
2091,878659b0-f6f5-11ec-80a1-54bf6483bcd3,75504,dist,1968,Ductile Iron,RG,CL,4,S,406.9268358
2092,8786ceea-f6f5-11ec-b8ce-54bf6483bcd3,52533,dist,1957,Cast Iron,RG,,17,M,387.0858445
2093,8787440d-f6f5-11ec-a95b-54bf6483bcd3,52513,dist,1963,Steel,WJ,CL,12,S,300.0833986
2094,8787df25-f6f5-11ec-9ba0-54bf6483bcd3,52521,dist,1998,Ductile Iron,,CL,10,S,448.8917499
2095,87887b92-f6f5-11ec-9fec-54bf6483bcd3,52506,dist,1998,Cast Iron,RG,CL,9,S,545.4509985
2096,8788f18e-f6f5-11ec-8632-54bf6483bcd3,75607,dist,2009,Cast Iron,CJ,CL,9,S,862.5197569
2097,878966f1-f6f5-11ec-ad9e-54bf6483bcd3,52522,dist,1979,Cast Iron,CJ,CL,2,S,1210.58242
2098,8789dc1b-f6f5-11ec-9a80-54bf6483bcd3,62650,dist,1978,Cast Iron,CJ,,23,M,178.2460282
2099,878a7862-f6f5-11ec-b35e-54bf6483bcd3,62650,dist,2019,Cast Iron,,CL,10,S,201.1693696
2100,878aed8e-f6f5-11ec-ba67-54bf6483bcd3,62650,dist,1977,Cast Iron,CJ,CL,18,M,643.1896916
2101,878b62bf-f6f5-11ec-abd5-54bf6483bcd3,62650,dist,1998,Cast Iron,CJ,CL,2,S,615.696475
2102,878bfdd8-f6f5-11ec-9466-54bf6483bcd3,62650,dist,1996,Cast Iron,,CL,1,S,519.3379776
2103,878c742f-f6f5-11ec-898d-54bf6483bcd3,62629,dist,1965,Steel,,,1,S,224.6841644
2104,878d106e-f6f5-11ec-b7c4-54bf6483bcd3,62629,dist,1985,Cast Iron,,,2,S,289.6425052
2105,878d85a0-f6f5-11ec-9d63-54bf6483bcd3,52520,dist,1982,Ductile Iron,RG,CL,9,S,491.2638233
2106,878dfad1-f6f5-11ec-8af1-54bf6483bcd3,75606,dist,1935,Ductile Iron,,CL,5,S,183.7243853
2107,878e7007-f6f5-11ec-8c91-54bf6483bcd3,75517,dist,1987,Ductile Iron,,CL,11,S,111.8626761
2108,878ee529-f6f5-11ec-b64a-54bf6483bcd3,75603,dist,1997,Steel,,,3,S,1447.415264
2109,878f8170-f6f5-11ec-9f35-54bf6483bcd3,75506,dist,1948,Cast Iron,CJ,,24,M,385.4758614
2110,878ff6a0-f6f5-11ec-892c-54bf6483bcd3,75516,dist,1981,Cast Iron,,CL,4,S,389.7529038
2111,87906bcf-f6f5-11ec-a3ed-54bf6483bcd3,62651,dist,1983,Steel,,,3,S,498.7576792
2112,8790e10d-f6f5-11ec-b086-54bf6483bcd3,52524,dist,1963,Cast Iron,CJ,CL,9,S,194.6375618
2113,87917c17-f6f5-11ec-aa83-54bf6483bcd3,62651,dist,1980,Ductile Iron,RG,CL,2,S,544.1937103
2114,8791f292-f6f5-11ec-a7ad-54bf6483bcd3,52524,dist,1960,Cast Iron,CJ,,13,M,596.7195524
2115,879267a2-f6f5-11ec-9686-54bf6483bcd3,62610,dist,1978,Ductile Iron,,CL,4,S,949.4863092
