record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
1223,575001,dist,1940-7-1,CI,Caulked,rigid,,3.000000000000000,861.336592021925000
1224,577000,dist,1959-6-1,CONC,Rubber Gasket,robust,,17.000000000000000,2425.010436156500000
1225,541300,dist,1941-3-1,STL,Arc-welded,robust,,11.000000000000000,1181.695946551300000
1226,542700,dist,1931-12-1,CI,Caulked,rigid,,1.000000000000000,457.449211626250000
1227,543322,dist,1939-5-1,CI,Caulked,rigid,,1.000000000000000,96.378995312460300
1230,553901,dist,1962-12-1,CI,Rubber Gasket,flexible,,1.000000000000000,84.357260310117900
1231,110006,dist,1946-12-1,CI,Caulked,rigid,Y,5.000000000000000,585.886912853775000
1232,553400,dist,1940-8-1,AC,B&S,rigid,,6.000000000000000,401.255784276902000
1233,553901,dist,1984-11-1,STL,Arc-welded,robust,,14.000000000000000,351.386091511944000
1234,541500,dist,1979-4-1,CI,Caulked,rigid,,5.000000000000000,300.813859320369000
1235,554519,dist,1959-8-1,CI,,,,16.000000000000000,58.579944712843500
1236,542601,dist,1987-10-1,CI,,,,10.000000000000000,201.330965790758000
1237,573902,dist,1961-2-1,STL,Gas welded,brittle,Y,18.000000000000000,31.996199097410600
1238,573902,dist,2008-5-1,CI,,,,7.000000000000000,919.413743740286000
1239,572600,dist,1915-3-1,CI,Caulked,rigid,,9.000000000000000,749.182200059585000
1241,110117,dist,1976-11-1,CI,Caulked,rigid,,10.000000000000000,135.413973448624000
1242,110117,dist,1961-6-1,CI,Rubber Gasket,flexible,,7.000000000000000,138.015696083715000
1243,551900,dist,1935-10-1,AC,B&S,rigid,,16.000000000000000,501.623270289603000
1244,555202,dist,1970-5-1,STL,Arc-welded,robust,Y,9.000000000000000,611.325587076801000
1245,573902,dist,1969-5-1,CI,,,,8.000000000000000,554.210924270852000
1246,570701,dist,1931-10-1,CI,,,Y,7.000000000000000,45.443700127581400
1247,554002,dist,1942-9-1,CI,Rubber Gasket,flexible,Y,15.000000000000000,209.966870860572000
1248,570800,dist,1960-7-1,CI,Caulked,rigid,Y,14.000000000000000,66.145194548792700
1249,570003,dist,1988-5-1,CI,,,,10.000000000000000,822.416192311006000
1250,570800,dist,1988-10-1,DI,Rubber Gasket,flexible,,24.000000000000000,304.189936006997000
1251,536202,dist,1997-10-1,AC,B&S,rigid,,6.000000000000000,91.963583798851100
1252,553504,dist,1942-6-1,STL,Arc-welded,robust,Y,16.000000000000000,252.962910914766000
1253,541605,dist,1906-12-1,CI,Caulked,rigid,,7.000000000000000,129.267683321965000
1254,570901,dist,1919-7-1,CI,Caulked,rigid,Y,18.000000000000000,134.575267382916000
1255,570901,dist,1953-3-1,CI,,,Y,12.000000000000000,136.451475184550000
1256,110007,dist,1977-5-1,CI,Caulked,rigid,,20.000000000000000,86.922319520222000
1257,570502,dist,1944-8-1,CI,Rubber Gasket,flexible,,7.000000000000000,58.272468027162800
1258,543100,dist,1988-7-1,DI,EQ joint,robust,,11.000000000000000,363.969845176895000
1259,542900,dist,1959-1-1,AC,,,,11.000000000000000,407.101957402066000
1260,553502,dist,1945-1-1,CI,Caulked,rigid,Y,12.000000000000000,613.904196567166000
1261,570204,dist,1928-1-1,AC,,,,5.000000000000000,400.708961345200000
1264,570305,dist,1942-2-1,AC,,,,20.000000000000000,113.890769273509000
1265,570402,dist,1998-9-1,CI,Caulked,rigid,,10.000000000000000,153.957993569235000
1266,570304,dist,1938-11-1,CI,,,Y,12.000000000000000,265.365149753972000
1267,573201,trunk,1981-2-1,CONC,,,,46.000000000000000,1096.111067158300000
1268,554521,dist,1957-12-1,CI,Caulked,rigid,,7.000000000000000,120.306413577512000
1269,573800,dist,1942-3-1,DI,,,,2.000000000000000,18.892579607699500
1270,576301,trunk,1924-11-1,STL,Gas welded,brittle,Y,41.000000000000000,2613.931856865090000
1271,574000,dist,1953-8-1,CI,Caulked,rigid,Y,10.000000000000000,683.580803980981000
1272,575103,dist,2004-8-1,CI,Caulked,rigid,,1.000000000000000,402.083898405873000
1273,574000,dist,1981-1-1,STL,Arc-welded,robust,,17.000000000000000,326.999050988666000
1274,574100,dist,1931-5-1,CI,Caulked,rigid,Y,10.000000000000000,494.775051973803000
1275,574100,dist,1932-2-1,STL,Gas welded,brittle,,8.000000000000000,351.537868117564000
1276,574000,dist,1940-4-1,CI,,,,5.000000000000000,218.286268117974000
1277,574000,dist,1951-8-1,CI,Caulked,rigid,,22.000000000000000,298.310336204541000
1278,574000,dist,1977-9-1,CI,Caulked,rigid,,5.000000000000000,216.272181386579000
1279,573800,dist,1937-5-1,STL,Arc-welded,robust,Y,4.000000000000000,230.993153329662000
1280,573700,dist,1922-9-1,STL,Arc-welded,robust,Y,24.000000000000000,219.245870480351000
1282,570403,dist,1955-1-1,STL,Gas welded,brittle,,8.000000000000000,109.175576065891000
1283,536104,dist,1955-2-1,CI,Caulked,rigid,Y,22.000000000000000,312.725784087149000
1284,554514,dist,1939-11-1,CI,Caulked,rigid,,12.000000000000000,48.940493483581600
1285,551501,dist,1967-12-1,CI,Caulked,rigid,Y,4.000000000000000,645.598829536079000
1286,576403,dist,1924-2-1,DI,,,,5.000000000000000,2818.704648337850000
1287,570402,dist,1942-8-1,STL,Arc-welded,robust,Y,20.000000000000000,506.160607398160000
1288,570402,dist,1962-7-1,AC,B&S,rigid,,7.000000000000000,447.033894817804000
1289,570404,dist,2001-5-1,CI,Caulked,rigid,,3.000000000000000,521.330608061743000
1290,553601,dist,1945-5-1,AC,,,,11.000000000000000,392.801015953593000
1291,552100,dist,1970-1-1,CI,Caulked,rigid,,3.000000000000000,55.498458611069500
1292,552100,dist,1969-10-1,STL,,,Y,5.000000000000000,246.295296561633000
1293,552100,dist,1916-4-1,CI,Caulked,rigid,Y,14.000000000000000,69.374848802813600
1294,553202,dist,2009-4-1,CI,Caulked,rigid,,8.000000000000000,400.480440394818000
1295,553201,dist,1967-2-1,STL,,,Y,4.000000000000000,295.117472042621000
1296,110117,dist,1927-11-1,CI,Caulked,rigid,,12.000000000000000,213.164071253829000
1297,550202,dist,1936-2-1,CI,Caulked,rigid,Y,7.000000000000000,132.611952464062000
1298,550202,dist,1942-2-1,CI,Caulked,rigid,,9.000000000000000,621.696096863548000
1299,554001,dist,1960-2-1,CI,Caulked,rigid,,9.000000000000000,86.004062038324200
1300,543321,dist,1954-10-1,CI,Caulked,rigid,,5.000000000000000,453.453529511645000
1302,570202,dist,1901-1-1,STL,Arc-welded,robust,Y,24.000000000000000,494.549620021827000
1303,554521,dist,1953-10-1,DI,,,,11.000000000000000,137.347733329004000
1304,570305,dist,1946-9-1,AC,B&S,rigid,,9.000000000000000,193.265610092591000
1305,543304,dist,1940-10-1,STL,Arc-welded,robust,Y,21.000000000000000,130.910798399929000
1306,543304,dist,1980-9-1,CI,Caulked,rigid,,24.000000000000000,258.907337588897000
1307,543304,dist,1945-4-1,CI,Caulked,rigid,,12.000000000000000,157.283366664635000
1308,574500,dist,1991-10-1,CI,Caulked,rigid,,4.000000000000000,808.977619551036000
1309,573800,dist,1949-12-1,STL,Gas welded,brittle,,6.000000000000000,363.975638035847000
1310,574000,dist,1928-6-1,STL,Arc-welded,robust,Y,8.000000000000000,310.612214367172000
1311,574100,dist,1962-1-1,DI,,,,1.000000000000000,350.745506885146000
1312,577900,dist,1936-10-1,AC,B&S,rigid,,8.000000000000000,129.180673336865000
1313,577900,dist,1959-10-1,DI,,,,6.000000000000000,251.246043433682000
1314,551102,dist,1983-8-1,AC,B&S,rigid,,21.000000000000000,999.508241432801000
1315,554513,dist,1930-8-1,CI,Caulked,rigid,Y,17.000000000000000,134.079394463443000
1316,542402,dist,1990-5-1,STL,Gas welded,brittle,,5.000000000000000,123.915706701404000
1317,554522,dist,1920-3-1,CI,Caulked,rigid,,12.000000000000000,183.286057752393000
1318,110108,dist,1925-5-1,DI,Rubber Gasket,flexible,,4.000000000000000,362.625412957824000
1319,540501,dist,1967-9-1,AC,B&S,rigid,,12.000000000000000,610.546333973486000
1320,571505,dist,1952-1-1,CI,Caulked,rigid,Y,21.000000000000000,254.039969115521000
1321,571504,dist,1905-11-1,STL,Gas welded,brittle,Y,2.000000000000000,1522.258457031450000
1322,110117,dist,1972-9-1,STL,Arc-welded,robust,,19.000000000000000,278.934613891246000
1323,541300,dist,1942-7-1,STL,,,,21.000000000000000,28.330676511353100
1324,574100,dist,1975-10-1,CI,,,,19.000000000000000,405.726814469216000
1325,574100,dist,1954-10-1,CI,Caulked,rigid,Y,11.000000000000000,269.500121842361000
1326,574000,dist,1929-7-1,CI,,,Y,9.000000000000000,97.867433749942200
1327,570402,dist,1942-5-1,AC,B&S,rigid,,3.000000000000000,439.310780780333000
1328,551802,dist,1972-4-1,AC,B&S,rigid,,4.000000000000000,328.528123812782000
1329,551802,dist,1941-4-1,STL,Arc-welded,robust,,3.000000000000000,116.950433594322000
1330,551102,dist,1967-2-1,CI,Caulked,rigid,Y,14.000000000000000,416.084230365777000
1331,571101,dist,1963-9-1,CI,Caulked,rigid,Y,6.000000000000000,1132.082830636000000
1332,551102,dist,1974-7-1,DI,,,,7.000000000000000,156.621505795251000
1333,570001,dist,1954-2-1,CI,Rubber Gasket,flexible,Y,23.000000000000000,787.115350545464000
1334,570902,dist,1956-10-1,CI,Caulked,rigid,Y,7.000000000000000,1327.959433329070000
1335,554204,dist,1902-9-1,DI,,,,4.000000000000000,122.497815336446000
1336,110108,dist,1953-4-1,STL,,,Y,3.000000000000000,320.453389822571000
1337,551900,dist,1991-9-1,CI,,,,23.000000000000000,325.215043964021000
1338,551802,dist,1946-9-1,CI,Caulked,rigid,Y,2.000000000000000,129.260626068632000
1339,551801,dist,1954-2-1,CI,Rubber Gasket,flexible,,12.000000000000000,268.574181683627000
1340,551700,dist,1968-9-1,CI,Caulked,rigid,,3.000000000000000,300.762028683706000
1341,551502,dist,1910-7-1,CI,Caulked,rigid,,22.000000000000000,86.877485800593000
1342,551502,dist,2011-3-1,CI,Caulked,rigid,,8.000000000000000,323.260593284146000
1343,552001,dist,1979-11-1,CI,Caulked,rigid,,1.000000000000000,41.703940237117100
1346,551700,dist,1976-6-1,CI,Caulked,rigid,,2.000000000000000,220.267264396679000
1347,551801,dist,1965-5-1,AC,B&S,rigid,,12.000000000000000,403.992803346444000
1348,552001,dist,1946-7-1,AC,,,,9.000000000000000,158.454747478451000
1349,551700,dist,1943-6-1,CI,Caulked,rigid,,3.000000000000000,159.652911046204000
1350,552001,dist,1958-5-1,CI,Caulked,rigid,,5.000000000000000,145.998569707927000
1351,540501,dist,1892-1-1,STL,,,,21.000000000000000,398.897128589426000
1352,570404,dist,1920-4-1,CI,Caulked,rigid,,20.000000000000000,1052.793967018750000
1353,570402,dist,1958-8-1,CI,Caulked,rigid,Y,1.000000000000000,98.273730222784300
1354,110108,dist,1977-11-1,CI,Caulked,rigid,,12.000000000000000,159.827854721092000
1355,110117,dist,1939-4-1,STL,,,Y,9.000000000000000,198.539724743794000
1356,570703,dist,1955-4-1,CI,Caulked,rigid,,15.000000000000000,139.551555779204000
1357,570902,dist,1991-4-1,CI,Caulked,rigid,,7.000000000000000,255.074379304849000
1358,570703,dist,1944-5-1,CI,Caulked,rigid,Y,9.000000000000000,322.660333366238000
1359,570901,dist,2002-9-1,CI,Caulked,rigid,,22.000000000000000,510.275168719085000
1360,570901,dist,1947-3-1,CI,,,,5.000000000000000,191.322919124254000
1361,110007,dist,1976-1-1,DI,EQ joint,robust,,4.000000000000000,569.886338536025000
1362,543000,dist,1961-10-1,CI,Caulked,rigid,,8.000000000000000,380.856396815185000
1363,543000,dist,1957-2-1,AC,,,,3.000000000000000,1015.573869577070000
1364,570003,dist,1934-9-1,CI,Caulked,rigid,,11.000000000000000,241.242801932518000
1365,570003,dist,1949-8-1,CI,Rubber Gasket,flexible,,8.000000000000000,427.589535791003000
1366,571202,dist,1977-12-1,AC,B&S,rigid,,7.000000000000000,1171.550530670610000
1367,570800,dist,1963-9-1,CI,Caulked,rigid,Y,2.000000000000000,597.479695618773000
1368,542700,dist,1932-1-1,CI,Rubber Gasket,flexible,Y,11.000000000000000,199.051258425165000
1369,542602,dist,1935-3-1,CI,,,,5.000000000000000,802.754346273752000
1370,554522,dist,1933-2-1,DI,EQ joint,robust,,23.000000000000000,56.212061800861900
1371,551801,dist,1978-11-1,CI,,,,2.000000000000000,246.968407068930000
1372,553300,dist,1959-6-1,CI,,,,5.000000000000000,179.641192476566000
1373,553300,dist,1949-7-1,STL,Arc-welded,robust,,18.000000000000000,250.216345982606000
1374,551300,dist,1974-11-1,CI,Caulked,rigid,,7.000000000000000,320.165506347741000
1375,551300,dist,1917-12-1,DI,,,,6.000000000000000,660.437278711382000
1376,551402,dist,1968-11-1,DI,EQ joint,robust,,1.000000000000000,53.492083663012800
1377,551402,dist,1936-12-1,CI,,,,10.000000000000000,222.867508193376000
1378,554521,dist,1948-7-1,CI,Caulked,rigid,Y,6.000000000000000,124.812939867606000
1379,570901,dist,1957-1-1,CI,Caulked,rigid,,5.000000000000000,104.139496934582000
1380,553901,dist,1955-7-1,STL,Gas welded,brittle,,13.000000000000000,70.061592607691800
1381,555107,dist,1939-9-1,STL,Arc-welded,robust,,5.000000000000000,73.770999594111500
1382,555212,dist,1985-9-1,CI,Caulked,rigid,,7.000000000000000,98.275544641394600
1383,574400,dist,1951-10-1,STL,Arc-welded,robust,Y,2.000000000000000,306.170869259142000
1384,574300,dist,1990-8-1,CI,Caulked,rigid,,1.000000000000000,288.256431924211000
1385,574400,dist,1958-12-1,CI,Caulked,rigid,,9.000000000000000,244.061507434298000
1386,574800,dist,1952-2-1,CI,Caulked,rigid,,4.000000000000000,322.563806963723000
1387,571701,dist,1946-8-1,DI,,,,17.000000000000000,704.747987910993000
1388,571701,dist,1946-8-1,CI,Rubber Gasket,flexible,Y,11.000000000000000,111.537410653641000
1389,553300,dist,1944-10-1,CI,Caulked,rigid,,8.000000000000000,255.053526199417000
1390,542501,dist,1968-11-1,CI,,,,9.000000000000000,53.433432257083700
1391,570902,dist,1920-9-1,CI,Rubber Gasket,flexible,,12.000000000000000,115.484529963201000
1392,543100,dist,1962-2-1,DI,Rubber Gasket,flexible,,15.000000000000000,152.056714741379000
1393,542402,dist,1975-5-1,DI,EQ joint,robust,,10.000000000000000,638.908207002759000
1394,554521,dist,2000-1-1,CI,Caulked,rigid,,1.000000000000000,87.799429005847600
1395,553601,dist,1990-7-1,DI,EQ joint,robust,,12.000000000000000,1333.609545360780000
1396,553504,dist,1946-3-1,CI,Caulked,rigid,Y,6.000000000000000,1232.615885923420000
1397,553400,dist,1943-4-1,CI,,,,16.000000000000000,281.523216717202000
1398,110007,dist,1956-4-1,CI,,,,7.000000000000000,33.129301010903100
1399,552800,dist,1978-9-1,CI,Caulked,rigid,,11.000000000000000,580.119903044270000
1400,570901,dist,1966-4-1,CI,Caulked,rigid,,8.000000000000000,107.345126047681000
1401,570901,dist,1952-6-1,CI,,,Y,23.000000000000000,135.172929377576000
1403,570901,dist,1957-1-1,CI,,,,19.000000000000000,29.274804995117300
1404,570902,dist,1984-9-1,DI,,,,21.000000000000000,119.253200784630000
1405,570800,dist,1973-4-1,CI,,,,9.000000000000000,163.180092024283000
1406,554522,dist,1947-5-1,CI,Caulked,rigid,,3.000000000000000,59.252356967143300
1407,554522,dist,2018-6-1,CI,Rubber Gasket,flexible,,8.000000000000000,87.915516602223100
1408,570901,dist,1933-12-1,STL,Gas welded,brittle,Y,2.000000000000000,151.545722292238000
1409,570901,dist,1978-5-1,CI,,,,7.000000000000000,124.557327222267000
1410,554522,dist,1927-4-1,AC,,,,8.000000000000000,59.472591964774200
1411,570901,dist,1945-4-1,DI,,,,11.000000000000000,199.003984982371000
1412,110111,dist,1932-2-1,CI,Caulked,rigid,,9.000000000000000,555.540354521543000
1413,554515,dist,1955-6-1,CI,Caulked,rigid,Y,9.000000000000000,196.872296000704000
1415,574000,dist,1943-11-1,CI,Caulked,rigid,Y,3.000000000000000,627.307274202016000
1416,571502,dist,1940-1-1,CI,Caulked,rigid,,6.000000000000000,329.618502435441000
1417,573004,dist,1955-5-1,CI,,,Y,9.000000000000000,402.077028456964000
1418,110006,dist,1929-11-1,STL,,,Y,1.000000000000000,335.779091684085000
1419,573002,dist,1981-12-1,DI,EQ joint,robust,,24.000000000000000,201.389479119979000
1421,554514,dist,1957-10-1,STL,Gas welded,brittle,,9.000000000000000,156.645575402338000
1422,571000,dist,1945-6-1,CI,Caulked,rigid,,4.000000000000000,577.384384519588000
1423,542000,dist,1999-3-1,DI,Rubber Gasket,flexible,,12.000000000000000,1021.550230070770000
1424,542000,dist,1952-1-1,AC,B&S,rigid,,3.000000000000000,834.085007537300000
1425,554519,dist,1955-7-1,CI,Caulked,rigid,,10.000000000000000,293.111440648709000
1426,573002,dist,1973-8-1,CI,Caulked,rigid,,4.000000000000000,269.857169956986000
1428,577900,dist,2007-7-1,STL,Gas welded,brittle,,13.000000000000000,87.926002705920600
1429,570002,dist,1948-4-1,CI,Caulked,rigid,,12.000000000000000,645.740150532303000
1430,570502,dist,1996-5-1,CI,Caulked,rigid,,22.000000000000000,802.612544335588000
1432,542900,dist,1970-2-1,CI,Caulked,rigid,,6.000000000000000,1087.240340314980000
1433,554522,dist,1897-5-1,CI,Caulked,rigid,Y,6.000000000000000,165.500486953124000
1434,536202,dist,1924-8-1,CI,Caulked,rigid,,12.000000000000000,330.096497050712000
1435,536202,dist,1973-5-1,DI,,,,6.000000000000000,490.825363409660000
1436,553702,dist,1970-11-1,DI,EQ joint,robust,,13.000000000000000,240.590338366486000
1437,110117,dist,1940-9-1,CI,Caulked,rigid,Y,1.000000000000000,106.900975958622000
1438,553701,dist,1923-7-1,CI,Caulked,rigid,,1.000000000000000,916.079020165683000
1439,551204,dist,1931-5-1,CI,Caulked,rigid,,20.000000000000000,85.752658699917900
1440,551204,dist,1923-4-1,CI,,,,10.000000000000000,479.371130912185000
1441,551502,dist,1974-9-1,CI,Caulked,rigid,,1.000000000000000,351.880523114559000
1442,551900,dist,1971-5-1,CI,Caulked,rigid,Y,18.000000000000000,235.792014934631000
1443,551900,dist,1947-9-1,CI,Caulked,rigid,Y,11.000000000000000,221.030345662575000
1444,553000,dist,1955-2-1,STL,Arc-welded,robust,Y,12.000000000000000,532.406148685387000
1445,551900,dist,1934-10-1,CI,Caulked,rigid,,21.000000000000000,76.895862657071200
1446,551900,dist,1986-8-1,CI,Caulked,rigid,,8.000000000000000,41.247210472157100
1447,553000,dist,1951-9-1,STL,Arc-welded,robust,,15.000000000000000,895.495609256520000
1449,553901,dist,2003-8-1,CI,Caulked,rigid,,12.000000000000000,166.340568995091000
1450,555202,dist,1943-6-1,CI,,,Y,3.000000000000000,173.357149876855000
1451,574800,dist,1954-7-1,CI,,,Y,5.000000000000000,768.297816777207000
1452,535902,dist,1889-1-1,AC,B&S,rigid,,9.000000000000000,867.546862958218000
1453,570202,dist,1929-12-1,CI,Rubber Gasket,flexible,,3.000000000000000,551.469149382751000
1454,570202,dist,1958-5-1,STL,,,,11.000000000000000,79.979258377372300
1455,110007,dist,1938-9-1,CI,Caulked,rigid,,8.000000000000000,336.625763509498000
1456,551300,dist,1965-8-1,CI,Caulked,rigid,Y,5.000000000000000,172.242461919405000
1457,577602,dist,1960-2-1,CI,Caulked,rigid,Y,8.000000000000000,80.062800111485100
1458,573102,dist,1999-5-1,CI,Caulked,rigid,,9.000000000000000,1080.470905438170000
1459,572700,dist,1987-10-1,STL,Gas welded,brittle,,20.000000000000000,1156.448235646700000
1460,574500,dist,1948-2-1,CI,Rubber Gasket,flexible,,11.000000000000000,41.015083141799100
1461,542601,dist,1985-12-1,CI,Caulked,rigid,,4.000000000000000,160.613017665330000
1462,570403,dist,1946-8-1,AC,B&S,rigid,,4.000000000000000,21.069192162514100
1463,574800,dist,1956-2-1,STL,Arc-welded,robust,Y,10.000000000000000,191.509563977576000
1464,574800,dist,1915-6-1,CI,Rubber Gasket,flexible,,11.000000000000000,110.076178736884000
1465,536104,dist,1950-9-1,CI,Caulked,rigid,Y,11.000000000000000,347.380185799563000
1466,543306,dist,1966-6-1,CI,Caulked,rigid,Y,15.000000000000000,202.308403854788000
1467,551900,dist,1973-9-1,STL,Arc-welded,robust,,20.000000000000000,41.815756829843900
1468,110117,dist,1944-7-1,STL,Arc-welded,robust,,6.000000000000000,179.979120301739000
1469,980012,dist,1964-5-1,CI,Caulked,rigid,,9.000000000000000,416.311387314888000
1470,541500,dist,2003-1-1,CI,Rubber Gasket,flexible,,21.000000000000000,258.088787031652000
1471,571800,dist,1996-8-1,CI,Caulked,rigid,,1.000000000000000,1452.318961041680000
1472,554513,dist,1977-2-1,CI,Caulked,rigid,,5.000000000000000,105.440180600100000
1473,110111,dist,1967-4-1,STL,Gas welded,brittle,,11.000000000000000,404.039632594377000
1474,571502,dist,1961-7-1,CI,Caulked,rigid,Y,1.000000000000000,424.615924330253000
1475,571502,dist,1932-8-1,CI,Caulked,rigid,Y,9.000000000000000,150.700894087969000
1476,536201,dist,1963-4-1,CI,Caulked,rigid,,5.000000000000000,922.741745157413000
1477,554405,dist,1931-7-1,CI,Caulked,rigid,,17.000000000000000,138.092603443240000
1478,554406,dist,1972-5-1,DI,EQ joint,robust,,3.000000000000000,210.719954954887000
1479,554516,dist,1947-12-1,CI,Caulked,rigid,,3.000000000000000,52.770242587596300
1480,570404,dist,1968-10-1,CI,Caulked,rigid,,5.000000000000000,246.363467810205000
1481,570001,dist,1924-5-1,CI,Caulked,rigid,,20.000000000000000,55.218371541167300
1482,570901,dist,1949-5-1,DI,,,,12.000000000000000,318.901277652759000
1483,570001,dist,1949-4-1,CI,Rubber Gasket,flexible,Y,11.000000000000000,137.027713800498000
1484,110015,dist,1972-3-1,CI,Caulked,rigid,,4.000000000000000,77.864897174784200
1485,110015,dist,1958-1-1,CI,Caulked,rigid,Y,4.000000000000000,39.114513452921200
1486,555202,dist,1961-6-1,DI,,,,22.000000000000000,421.215191080724000
1487,573902,dist,1952-4-1,CI,,,,11.000000000000000,171.079142686962000
1488,573902,dist,1955-8-1,DI,,,,11.000000000000000,259.211307022478000
1489,541003,dist,1962-2-1,CI,Rubber Gasket,flexible,Y,7.000000000000000,306.135342530011000
1490,110111,dist,1945-4-1,STL,,,,6.000000000000000,221.196443031627000
1491,542106,dist,1999-6-1,CI,Rubber Gasket,flexible,,9.000000000000000,202.510935979553000
1492,571704,dist,1911-11-1,CI,Caulked,rigid,Y,10.000000000000000,229.652254697236000
1493,553504,dist,1932-2-1,CI,Caulked,rigid,,13.000000000000000,518.877472426916000
1494,573403,dist,1940-4-1,CI,Rubber Gasket,flexible,,2.000000000000000,169.244418732616000
1496,551900,dist,1907-10-1,CI,Caulked,rigid,,9.000000000000000,236.672967737455000
1497,570701,dist,1938-3-1,CI,Caulked,rigid,Y,13.000000000000000,79.795948985914000
1498,551802,dist,1975-4-1,AC,B&S,rigid,,8.000000000000000,311.120870585536000
1499,551900,dist,1964-9-1,CI,Rubber Gasket,flexible,,4.000000000000000,76.209834857089900
1500,551900,dist,1950-9-1,CI,Caulked,rigid,Y,2.000000000000000,248.562969827628000
1501,555106,dist,1923-4-1,DI,Rubber Gasket,flexible,,5.000000000000000,304.297921359245000
1502,555211,dist,1945-5-1,CI,Caulked,rigid,,23.000000000000000,206.481179061597000
1503,555211,dist,1930-6-1,CI,Rubber Gasket,flexible,Y,3.000000000000000,407.655106549204000
1504,552700,dist,1960-9-1,STL,,,Y,1.000000000000000,720.195444451683000
1505,552200,dist,1964-3-1,CI,Caulked,rigid,Y,12.000000000000000,107.083213885291000
1506,552601,dist,1987-2-1,CI,Caulked,rigid,,1.000000000000000,543.645544104853000
1507,554515,dist,1907-2-1,CI,,,Y,10.000000000000000,240.802845637741000
1508,554515,dist,1955-7-1,CI,Caulked,rigid,,12.000000000000000,77.652848973991700
1509,554700,dist,1977-3-1,CI,Caulked,rigid,,4.000000000000000,818.866991581404000
1510,554514,dist,1949-10-1,STL,Arc-welded,robust,,3.000000000000000,215.817602935879000
1511,554900,dist,1912-4-1,STL,Arc-welded,robust,Y,21.000000000000000,176.649424918229000
1512,980012,dist,2004-7-1,AC,,,,5.000000000000000,275.864383487970000
1513,543000,dist,1933-8-1,CI,Caulked,rigid,Y,23.000000000000000,657.630889959806000
1514,543100,dist,1963-1-1,CI,Caulked,rigid,,11.000000000000000,200.658969206096000
1515,543100,dist,1959-9-1,STL,,,,7.000000000000000,189.941096012895000
1516,570404,dist,1958-5-1,STL,Gas welded,brittle,,17.000000000000000,1003.497362363120000
1518,570203,dist,1925-1-1,CI,Caulked,rigid,,10.000000000000000,35.348665151399400
1519,570203,dist,1977-8-1,STL,,,,11.000000000000000,71.240084380451900
1520,110116,dist,1902-11-1,CI,Caulked,rigid,,8.000000000000000,161.467745521766000
1521,573300,dist,1968-7-1,STL,,,Y,1.000000000000000,435.689924321347000
1522,110111,dist,1927-8-1,CI,Caulked,rigid,,23.000000000000000,236.473204643725000
1523,542700,dist,1933-11-1,CI,Caulked,rigid,,5.000000000000000,1296.391526201450000
1524,542800,dist,1951-3-1,CI,Caulked,rigid,Y,14.000000000000000,407.830669765239000
1525,570603,dist,1988-11-1,CI,,,,16.000000000000000,177.595826266897000
1526,543100,dist,1927-10-1,AC,B&S,rigid,,3.000000000000000,114.290563901795000
1527,573300,dist,1960-1-1,AC,B&S,rigid,,3.000000000000000,5.969810141095990
1528,573300,dist,2008-9-1,CI,,,,6.000000000000000,45.016361485753900
1529,571900,dist,1944-2-1,CI,Caulked,rigid,Y,15.000000000000000,684.113476957530000
1530,554521,dist,1957-7-1,AC,,,,7.000000000000000,92.930360568141200
1531,542501,dist,1949-7-1,CI,Caulked,rigid,,6.000000000000000,78.240133421063400
1532,110008,dist,1927-12-1,STL,Gas welded,brittle,,8.000000000000000,837.119160005169000
1533,541003,dist,1962-12-1,CI,Caulked,rigid,Y,3.000000000000000,157.588177049738000
1534,573402,dist,1987-4-1,CI,Caulked,rigid,,1.000000000000000,91.698301965240200
1535,110108,dist,1916-1-1,DI,,,,11.000000000000000,107.926908916610000
1537,570901,dist,1990-3-1,AC,B&S,rigid,,2.000000000000000,72.503903219934300
1539,570901,dist,1988-6-1,CI,Caulked,rigid,,3.000000000000000,188.204226964355000
1540,570701,dist,1913-9-1,CI,,,Y,3.000000000000000,1939.560240417240000
1541,570800,dist,1930-5-1,CI,,,Y,12.000000000000000,585.903220715260000
1542,543304,dist,1945-9-1,CI,Caulked,rigid,,6.000000000000000,127.590719983377000
1543,543304,dist,1987-8-1,CI,Caulked,rigid,,3.000000000000000,81.378092295213300
1544,543304,dist,1939-10-1,CI,Caulked,rigid,,2.000000000000000,235.773292606587000
1545,543304,dist,1927-5-1,AC,B&S,rigid,,1.000000000000000,79.596447635412400
1546,540300,dist,1969-3-1,DI,,,,11.000000000000000,139.963911885010000
1547,572500,dist,1949-2-1,AC,,,,4.000000000000000,73.532373967598000
1548,554516,dist,1953-6-1,CI,Caulked,rigid,,23.000000000000000,325.945897738079000
1549,554514,dist,1981-11-1,DI,Rubber Gasket,flexible,,12.000000000000000,301.034682765037000
1550,577700,dist,1929-2-1,AC,B&S,rigid,,2.000000000000000,100.854190492264000
1551,575102,dist,1970-5-1,CI,Caulked,rigid,Y,10.000000000000000,203.229718866470000
1552,573403,dist,1929-5-1,CI,,,Y,8.000000000000000,488.822381084087000
1553,575101,dist,1916-3-1,CI,Caulked,rigid,Y,4.000000000000000,364.987859904042000
1554,573402,dist,1932-7-1,DI,,,,11.000000000000000,88.129380579779300
1555,570703,dist,1934-3-1,CI,Caulked,rigid,,1.000000000000000,197.235477333923000
